ΚΑΤΑ ΜΑΡΚΟΝ 
Mk 1:1	Ἀρχὴ τοῦ εὐαγγελίου Ἰησοῦ ⸀χριστοῦ. 
Mk 12:1	Καὶ ἤρξατο αὐτοῖς ἐν παραβολαῖς ⸀λαλεῖν· Ἀμπελῶνα ⸂ἄνθρωπος ἐφύτευσεν⸃, καὶ περιέθηκεν φραγμὸν καὶ ὤρυξεν ὑπολήνιον καὶ ᾠκοδόμησεν πύργον, καὶ ἐξέδετο αὐτὸν γεωργοῖς, καὶ ἀπεδήμησεν. 
Mk 12:2	καὶ ἀπέστειλεν πρὸς τοὺς γεωργοὺς τῷ καιρῷ δοῦλον, ἵνα παρὰ τῶν γεωργῶν λάβῃ ἀπὸ ⸂τῶν καρπῶν⸃ τοῦ ἀμπελῶνος· 
Mk 12:3	⸀καὶ λαβόντες αὐτὸν ἔδειραν καὶ ἀπέστειλαν κενόν. 
Mk 12:4	καὶ πάλιν ἀπέστειλεν πρὸς αὐτοὺς ἄλλον δοῦλον· ⸀κἀκεῖνον ⸀ἐκεφαλίωσαν καὶ ⸀ἠτίμασαν. 
Mk 12:5	⸀καὶ ἄλλον ἀπέστειλεν· κἀκεῖνον ἀπέκτειναν, καὶ πολλοὺς ἄλλους, ⸂οὓς μὲν δέροντες οὓς δὲ ἀποκτέννοντες⸃. 
Mk 12:6	ἔτι ⸂ἕνα εἶχεν, υἱὸν ἀγαπητόν· ἀπέστειλεν⸃ αὐτὸν ⸂ἔσχατον πρὸς αὐτοὺς⸃ λέγων ὅτι Ἐντραπήσονται τὸν υἱόν μου. 
Mk 12:7	ἐκεῖνοι δὲ οἱ γεωργοὶ ⸂πρὸς ἑαυτοὺς εἶπαν⸃ ὅτι Οὗτός ἐστιν ὁ κληρονόμος· δεῦτε ἀποκτείνωμεν αὐτόν, καὶ ἡμῶν ἔσται ἡ κληρονομία. 
Mk 12:8	καὶ λαβόντες ⸂ἀπέκτειναν αὐτόν, καὶ ἐξέβαλον αὐτὸν⸃ ἔξω τοῦ ἀμπελῶνος. 
Mk 12:9	⸀τί ποιήσει ὁ κύριος τοῦ ἀμπελῶνος; ἐλεύσεται καὶ ἀπολέσει τοὺς γεωργούς, καὶ δώσει τὸν ἀμπελῶνα ἄλλοις. 
Mk 12:10	οὐδὲ τὴν γραφὴν ταύτην ἀνέγνωτε· Λίθον ὃν ἀπεδοκίμασαν οἱ οἰκοδομοῦντες, οὗτος ἐγενήθη εἰς κεφαλὴν γωνίας· 
Mk 12:11	παρὰ κυρίου ἐγένετο αὕτη, καὶ ἔστιν θαυμαστὴ ἐν ὀφθαλμοῖς ἡμῶν; 
Mk 12:12	Καὶ ἐζήτουν αὐτὸν κρατῆσαι, καὶ ἐφοβήθησαν τὸν ὄχλον, ἔγνωσαν γὰρ ὅτι πρὸς αὐτοὺς τὴν παραβολὴν εἶπεν. καὶ ἀφέντες αὐτὸν ἀπῆλθον. 
Mk 12:13	Καὶ ἀποστέλλουσιν πρὸς αὐτόν τινας τῶν Φαρισαίων καὶ τῶν Ἡρῳδιανῶν ἵνα αὐτὸν ἀγρεύσωσιν λόγῳ. 
Mk 12:14	⸀καὶ ἐλθόντες λέγουσιν αὐτῷ· Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ καὶ οὐ μέλει σοι περὶ οὐδενός, οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων, ἀλλ’ ἐπ’ ἀληθείας τὴν ὁδὸν τοῦ θεοῦ διδάσκεις· ἔξεστιν ⸂δοῦναι κῆνσον Καίσαρι⸃ ἢ οὔ; δῶμεν ἢ μὴ δῶμεν; 
Mk 12:15	ὁ δὲ εἰδὼς αὐτῶν τὴν ὑπόκρισιν εἶπεν αὐτοῖς· Τί με πειράζετε; φέρετέ μοι δηνάριον ἵνα ἴδω. 
Mk 12:16	οἱ δὲ ἤνεγκαν. καὶ λέγει αὐτοῖς· Τίνος ἡ εἰκὼν αὕτη καὶ ἡ ἐπιγραφή; οἱ δὲ εἶπαν αὐτῷ· Καίσαρος. 
Mk 12:17	⸂ὁ δὲ⸃ Ἰησοῦς εἶπεν ⸀αὐτοῖς· ⸂Τὰ Καίσαρος ἀπόδοτε⸃ Καίσαρι καὶ τὰ τοῦ θεοῦ τῷ θεῷ. καὶ ⸀ἐξεθαύμαζον ἐπ’ αὐτῷ. 
Mk 12:18	Καὶ ἔρχονται Σαδδουκαῖοι πρὸς αὐτόν, οἵτινες λέγουσιν ἀνάστασιν μὴ εἶναι, καὶ ⸀ἐπηρώτων αὐτὸν λέγοντες· 
Mk 12:19	Διδάσκαλε, Μωϋσῆς ἔγραψεν ἡμῖν ὅτι ἐάν τινος ἀδελφὸς ἀποθάνῃ καὶ καταλίπῃ γυναῖκα καὶ ⸂μὴ ἀφῇ τέκνον⸃, ἵνα λάβῃ ὁ ἀδελφὸς αὐτοῦ τὴν ⸀γυναῖκα καὶ ἐξαναστήσῃ σπέρμα τῷ ἀδελφῷ αὐτοῦ. 
Mk 12:20	ἑπτὰ ἀδελφοὶ ἦσαν· καὶ ὁ πρῶτος ἔλαβεν γυναῖκα, καὶ ἀποθνῄσκων οὐκ ἀφῆκεν σπέρμα· 
Mk 12:21	καὶ ὁ δεύτερος ἔλαβεν αὐτήν, καὶ ἀπέθανεν ⸂μὴ καταλιπὼν⸃ σπέρμα, καὶ ὁ τρίτος ὡσαύτως· 
Mk 12:22	καὶ ⸂οἱ ἑπτὰ⸃ οὐκ ἀφῆκαν σπέρμα· ⸀ἔσχατον πάντων ⸂καὶ ἡ γυνὴ ἀπέθανεν⸃. 
Mk 12:23	ἐν τῇ ἀναστάσει ⸂ὅταν ἀναστῶσιν⸃ τίνος αὐτῶν ἔσται γυνή; οἱ γὰρ ἑπτὰ ἔσχον αὐτὴν γυναῖκα. 
Mk 12:24	⸂ἔφη αὐτοῖς ὁ Ἰησοῦς⸃· Οὐ διὰ τοῦτο πλανᾶσθε μὴ εἰδότες τὰς γραφὰς μηδὲ τὴν δύναμιν τοῦ θεοῦ; 
Mk 12:25	ὅταν γὰρ ἐκ νεκρῶν ἀναστῶσιν, οὔτε γαμοῦσιν οὔτε ⸀γαμίζονται, ἀλλ’ εἰσὶν ὡς ⸀ἄγγελοι ἐν τοῖς οὐρανοῖς· 
Mk 12:26	περὶ δὲ τῶν νεκρῶν ὅτι ἐγείρονται οὐκ ἀνέγνωτε ἐν τῇ βίβλῳ Μωϋσέως ἐπὶ τοῦ βάτου ⸀πῶς εἶπεν αὐτῷ ὁ θεὸς λέγων· Ἐγὼ ὁ θεὸς Ἀβραὰμ καὶ ⸂ὁ θεὸς Ἰσαὰκ καὶ ὁ⸃ θεὸς Ἰακώβ; 
Mk 12:27	οὐκ ἔστιν ⸀θεὸς νεκρῶν ⸀ἀλλὰ ζώντων· ⸀πολὺ πλανᾶσθε. 
Mk 12:28	Καὶ προσελθὼν εἷς τῶν γραμματέων ἀκούσας αὐτῶν συζητούντων, ⸀ἰδὼν ὅτι καλῶς ⸂ἀπεκρίθη αὐτοῖς⸃, ἐπηρώτησεν αὐτόν· Ποία ἐστὶν ⸂ἐντολὴ πρώτη πάντων⸃; 
Mk 12:29	⸂ἀπεκρίθη ὁ Ἰησοῦς⸃ ὅτι Πρώτη ⸀ἐστίν· Ἄκουε, Ἰσραήλ, κύριος ὁ θεὸς ἡμῶν κύριος εἷς ἐστιν, 
Mk 12:30	καὶ ἀγαπήσεις κύριον τὸν θεόν σου ἐξ ὅλης ⸀τῆς καρδίας σου καὶ ἐξ ὅλης τῆς ψυχῆς σου καὶ ἐξ ὅλης τῆς διανοίας σου καὶ ἐξ ὅλης τῆς ἰσχύος ⸀σου. 
Mk 12:31	⸀δευτέρα αὕτη· Ἀγαπήσεις τὸν πλησίον σου ὡς σεαυτόν. μείζων τούτων ἄλλη ἐντολὴ οὐκ ἔστιν. 
Mk 12:32	⸀καὶ εἶπεν αὐτῷ ὁ γραμματεύς· Καλῶς, διδάσκαλε, ἐπ’ ἀληθείας εἶπες ὅτι εἷς ἐστιν καὶ οὐκ ἔστιν ἄλλος πλὴν αὐτοῦ· 
Mk 12:33	καὶ τὸ ἀγαπᾶν αὐτὸν ἐξ ὅλης ⸀τῆς καρδίας καὶ ἐξ ὅλης τῆς ⸀συνέσεως καὶ ἐξ ὅλης τῆς ἰσχύος καὶ τὸ ἀγαπᾶν τὸν πλησίον ὡς ἑαυτὸν ⸀περισσότερόν ἐστιν πάντων τῶν ὁλοκαυτωμάτων καὶ θυσιῶν. 
Mk 12:34	καὶ ὁ Ἰησοῦς ἰδὼν ⸀αὐτὸν ὅτι νουνεχῶς ἀπεκρίθη εἶπεν αὐτῷ· Οὐ μακρὰν εἶ ἀπὸ τῆς βασιλείας τοῦ θεοῦ. καὶ οὐδεὶς οὐκέτι ἐτόλμα αὐτὸν ἐπερωτῆσαι. 
Mk 12:35	Καὶ ἀποκριθεὶς ὁ Ἰησοῦς ἔλεγεν διδάσκων ἐν τῷ ἱερῷ· Πῶς λέγουσιν οἱ γραμματεῖς ὅτι ὁ χριστὸς υἱὸς ⸂Δαυίδ ἐστιν⸃; 
Mk 12:36	⸀αὐτὸς Δαυὶδ εἶπεν ἐν ⸂τῷ πνεύματι τῷ⸃ ἁγίῳ· ⸀Εἶπεν ⸀κύριος τῷ κυρίῳ μου· ⸀Κάθου ἐκ δεξιῶν μου ἕως ἂν θῶ τοὺς ἐχθρούς σου ⸀ὑποκάτω τῶν ποδῶν σου. 
Mk 12:37	⸀αὐτὸς Δαυὶδ λέγει αὐτὸν κύριον, καὶ πόθεν ⸂αὐτοῦ ἐστιν υἱός⸃; καὶ ὁ πολὺς ὄχλος ἤκουεν αὐτοῦ ἡδέως. 
Mk 12:38	Καὶ ⸂ἐν τῇ διδαχῇ αὐτοῦ ἔλεγεν⸃· Βλέπετε ἀπὸ τῶν γραμματέων τῶν θελόντων ἐν στολαῖς περιπατεῖν καὶ ἀσπασμοὺς ἐν ταῖς ἀγοραῖς 
Mk 12:39	καὶ πρωτοκαθεδρίας ἐν ταῖς συναγωγαῖς καὶ πρωτοκλισίας ἐν τοῖς δείπνοις, 
Mk 12:40	οἱ κατεσθίοντες τὰς οἰκίας τῶν χηρῶν καὶ προφάσει μακρὰ προσευχόμενοι· οὗτοι λήμψονται περισσότερον κρίμα. 
Mk 12:41	Καὶ ⸀καθίσας ⸀κατέναντι τοῦ γαζοφυλακίου ἐθεώρει πῶς ὁ ὄχλος βάλλει χαλκὸν εἰς τὸ γαζοφυλάκιον· καὶ πολλοὶ πλούσιοι ἔβαλλον πολλά· 
Mk 12:42	καὶ ἐλθοῦσα μία χήρα πτωχὴ ἔβαλεν λεπτὰ δύο, ὅ ἐστιν κοδράντης. 
Mk 12:43	καὶ προσκαλεσάμενος τοὺς μαθητὰς αὐτοῦ ⸀εἶπεν αὐτοῖς· Ἀμὴν λέγω ὑμῖν ὅτι ἡ χήρα αὕτη ἡ πτωχὴ πλεῖον πάντων ⸀ἔβαλεν τῶν βαλλόντων εἰς τὸ γαζοφυλάκιον· 
Mk 12:44	πάντες γὰρ ἐκ τοῦ περισσεύοντος αὐτοῖς ἔβαλον, αὕτη δὲ ἐκ τῆς ὑστερήσεως αὐτῆς πάντα ὅσα εἶχεν ἔβαλεν, ὅλον τὸν βίον αὐτῆς. 
Mk 13:1	Καὶ ἐκπορευομένου αὐτοῦ ἐκ τοῦ ἱεροῦ λέγει αὐτῷ εἷς τῶν μαθητῶν αὐτοῦ· Διδάσκαλε, ἴδε ποταποὶ λίθοι καὶ ποταπαὶ οἰκοδομαί. 
Mk 13:2	καὶ ὁ ⸀Ἰησοῦς εἶπεν αὐτῷ· Βλέπεις ταύτας τὰς μεγάλας οἰκοδομάς; οὐ μὴ ἀφεθῇ ⸀ὧδε λίθος ἐπὶ ⸀λίθον ὃς οὐ μὴ καταλυθῇ. 
Mk 13:3	Καὶ καθημένου αὐτοῦ εἰς τὸ Ὄρος τῶν Ἐλαιῶν κατέναντι τοῦ ἱεροῦ ⸀ἐπηρώτα αὐτὸν κατ’ ἰδίαν Πέτρος καὶ Ἰάκωβος καὶ Ἰωάννης καὶ Ἀνδρέας· 
Mk 13:4	Εἰπὸν ἡμῖν πότε ταῦτα ἔσται, καὶ τί τὸ σημεῖον ὅταν μέλλῃ ⸂ταῦτα συντελεῖσθαι πάντα⸃. 
Mk 13:5	ὁ δὲ Ἰησοῦς ⸂ἤρξατο λέγειν αὐτοῖς⸃· Βλέπετε μή τις ὑμᾶς πλανήσῃ· 
Mk 13:6	⸀πολλοὶ ἐλεύσονται ἐπὶ τῷ ὀνόματί μου λέγοντες ὅτι Ἐγώ εἰμι, καὶ πολλοὺς πλανήσουσιν. 
Mk 13:7	ὅταν δὲ ⸀ἀκούσητε πολέμους καὶ ἀκοὰς πολέμων, μὴ θροεῖσθε· ⸀δεῖ γενέσθαι, ἀλλ’ οὔπω τὸ τέλος. 
Mk 13:8	ἐγερθήσεται γὰρ ἔθνος ἐπ’ ἔθνος καὶ βασιλεία ἐπὶ βασιλείαν, ⸀ἔσονται σεισμοὶ κατὰ τόπους, ⸁ἔσονται ⸀λιμοί· ⸀ἀρχὴ ὠδίνων ταῦτα. 
Mk 13:9	βλέπετε δὲ ὑμεῖς ἑαυτούς· ⸀παραδώσουσιν ὑμᾶς εἰς συνέδρια καὶ εἰς συναγωγὰς δαρήσεσθε καὶ ἐπὶ ἡγεμόνων καὶ βασιλέων σταθήσεσθε ἕνεκεν ἐμοῦ εἰς μαρτύριον αὐτοῖς. 
Mk 13:10	καὶ εἰς πάντα τὰ ἔθνη ⸂πρῶτον δεῖ⸃ κηρυχθῆναι τὸ εὐαγγέλιον. 
Mk 13:11	⸂καὶ ὅταν⸃ ⸀ἄγωσιν ὑμᾶς παραδιδόντες, μὴ προμεριμνᾶτε τί ⸀λαλήσητε, ἀλλ’ ὃ ἐὰν δοθῇ ὑμῖν ἐν ἐκείνῃ τῇ ὥρᾳ τοῦτο λαλεῖτε, οὐ γάρ ἐστε ὑμεῖς οἱ λαλοῦντες ἀλλὰ τὸ πνεῦμα τὸ ἅγιον. 
Mk 13:12	⸂καὶ παραδώσει⸃ ἀδελφὸς ἀδελφὸν εἰς θάνατον καὶ πατὴρ τέκνον, καὶ ἐπαναστήσονται τέκνα ἐπὶ γονεῖς καὶ θανατώσουσιν αὐτούς· 
Mk 13:13	καὶ ἔσεσθε μισούμενοι ὑπὸ πάντων διὰ τὸ ὄνομά μου. ὁ δὲ ὑπομείνας εἰς τέλος οὗτος σωθήσεται. 
Mk 13:14	Ὅταν δὲ ἴδητε τὸ βδέλυγμα τῆς ἐρημώσεως ⸀ἑστηκότα ὅπου οὐ δεῖ, ὁ ἀναγινώσκων νοείτω, τότε οἱ ἐν τῇ Ἰουδαίᾳ φευγέτωσαν εἰς τὰ ὄρη, 
Mk 13:15	⸀ὁ ἐπὶ τοῦ δώματος μὴ ⸀καταβάτω μηδὲ εἰσελθάτω ⸂τι ἆραι⸃ ἐκ τῆς οἰκίας αὐτοῦ, 
Mk 13:16	καὶ ὁ εἰς τὸν ⸀ἀγρὸν μὴ ἐπιστρεψάτω εἰς τὰ ὀπίσω ἆραι τὸ ἱμάτιον αὐτοῦ. 
Mk 13:17	οὐαὶ δὲ ταῖς ἐν γαστρὶ ἐχούσαις καὶ ταῖς θηλαζούσαις ἐν ἐκείναις ταῖς ἡμέραις. 
Mk 13:18	προσεύχεσθε δὲ ἵνα μὴ ⸀γένηται χειμῶνος· 
Mk 13:19	ἔσονται γὰρ αἱ ἡμέραι ἐκεῖναι θλῖψις οἵα οὐ γέγονεν τοιαύτη ἀπ’ ἀρχῆς κτίσεως ⸀ἣν ἔκτισεν ὁ θεὸς ἕως τοῦ νῦν καὶ οὐ μὴ γένηται. 
Mk 13:20	καὶ εἰ μὴ ⸂ἐκολόβωσεν κύριος⸃ τὰς ἡμέρας, οὐκ ἂν ἐσώθη πᾶσα σάρξ. ἀλλὰ διὰ τοὺς ἐκλεκτοὺς οὓς ἐξελέξατο ἐκολόβωσεν τὰς ἡμέρας. 
Mk 13:21	⸀καὶ τότε ἐάν τις ὑμῖν εἴπῃ· ⸀Ἴδε ὧδε ὁ ⸀χριστός, ⸁Ἴδε ἐκεῖ, μὴ πιστεύετε· 
Mk 13:22	ἐγερθήσονται γὰρ ψευδόχριστοι καὶ ψευδοπροφῆται καὶ δώσουσιν σημεῖα καὶ τέρατα πρὸς τὸ ἀποπλανᾶν εἰ ⸀δυνατὸν τοὺς ἐκλεκτούς· 
Mk 13:23	ὑμεῖς δὲ βλέπετε· ⸀προείρηκα ὑμῖν πάντα. 
Mk 13:24	Ἀλλὰ ἐν ἐκείναις ταῖς ἡμέραις μετὰ τὴν θλῖψιν ἐκείνην ὁ ἥλιος σκοτισθήσεται, καὶ ἡ σελήνη οὐ δώσει τὸ φέγγος αὐτῆς, 
Mk 13:25	καὶ οἱ ἀστέρες ⸂ἔσονται ἐκ τοῦ οὐρανοῦ πίπτοντες⸃, καὶ αἱ δυνάμεις αἱ ἐν τοῖς οὐρανοῖς σαλευθήσονται. 
Mk 13:26	καὶ τότε ὄψονται τὸν υἱὸν τοῦ ἀνθρώπου ἐρχόμενον ἐν νεφέλαις μετὰ δυνάμεως πολλῆς καὶ δόξης· 
Mk 13:27	καὶ τότε ἀποστελεῖ τοὺς ⸀ἀγγέλους καὶ ἐπισυνάξει τοὺς ⸀ἐκλεκτοὺς ἐκ τῶν τεσσάρων ἀνέμων ἀπ’ ἄκρου γῆς ἕως ἄκρου οὐρανοῦ. 
Mk 13:28	Ἀπὸ δὲ τῆς συκῆς μάθετε τὴν παραβολήν· ὅταν ⸂ἤδη ὁ κλάδος αὐτῆς⸃ ἁπαλὸς γένηται καὶ ἐκφύῃ τὰ φύλλα, γινώσκετε ὅτι ἐγγὺς τὸ θέρος ἐστίν· 
Mk 13:29	οὕτως καὶ ὑμεῖς, ὅταν ⸂ἴδητε ταῦτα⸃ γινόμενα, γινώσκετε ὅτι ἐγγύς ἐστιν ἐπὶ θύραις. 
Mk 13:30	ἀμὴν λέγω ὑμῖν ὅτι οὐ μὴ παρέλθῃ ἡ γενεὰ αὕτη μέχρις οὗ ⸂ταῦτα πάντα⸃ γένηται. 
Mk 13:31	ὁ οὐρανὸς καὶ ἡ γῆ ⸀παρελεύσονται, οἱ δὲ λόγοι μου οὐ ⸀μὴ ⸁παρελεύσονται. 
Mk 13:32	Περὶ δὲ τῆς ἡμέρας ἐκείνης ἢ ⸀τῆς ὥρας οὐδεὶς οἶδεν, οὐδὲ οἱ ἄγγελοι ⸀ἐν οὐρανῷ οὐδὲ ὁ υἱός, εἰ μὴ ὁ πατήρ. 
Mk 13:33	βλέπετε ⸀ἀγρυπνεῖτε, οὐκ οἴδατε γὰρ πότε ὁ καιρός ἐστιν· 
Mk 13:34	ὡς ἄνθρωπος ἀπόδημος ἀφεὶς τὴν οἰκίαν αὐτοῦ καὶ δοὺς τοῖς δούλοις αὐτοῦ τὴν ἐξουσίαν, ⸀ἑκάστῳ τὸ ἔργον αὐτοῦ, καὶ τῷ θυρωρῷ ἐνετείλατο ἵνα γρηγορῇ. 
Mk 13:35	γρηγορεῖτε οὖν, οὐκ οἴδατε γὰρ πότε ὁ κύριος τῆς οἰκίας ἔρχεται, ⸀ἢ ὀψὲ ἢ ⸀μεσονύκτιον ἢ ἀλεκτοροφωνίας ἢ πρωΐ, 
Mk 13:36	μὴ ἐλθὼν ἐξαίφνης εὕρῃ ὑμᾶς καθεύδοντας· 
Mk 13:37	⸀ὃ δὲ ὑμῖν λέγω πᾶσιν λέγω· γρηγορεῖτε. 
Mk 14:1	Ἦν δὲ τὸ πάσχα καὶ τὰ ἄζυμα μετὰ δύο ἡμέρας. καὶ ἐζήτουν οἱ ἀρχιερεῖς καὶ οἱ γραμματεῖς πῶς αὐτὸν ἐν δόλῳ κρατήσαντες ἀποκτείνωσιν, 
Mk 14:2	ἔλεγον ⸀γάρ· Μὴ ἐν τῇ ἑορτῇ, μήποτε ⸂ἔσται θόρυβος⸃ τοῦ λαοῦ. 
Mk 14:3	Καὶ ὄντος αὐτοῦ ἐν Βηθανίᾳ ἐν τῇ οἰκίᾳ Σίμωνος τοῦ λεπροῦ κατακειμένου αὐτοῦ ἦλθεν γυνὴ ἔχουσα ἀλάβαστρον μύρου νάρδου πιστικῆς πολυτελοῦς· ⸀συντρίψασα ⸀τὴν ἀλάβαστρον κατέχεεν ⸀αὐτοῦ τῆς κεφαλῆς. 
Mk 14:4	ἦσαν δέ τινες ἀγανακτοῦντες πρὸς ⸀ἑαυτούς· Εἰς τί ἡ ἀπώλεια αὕτη τοῦ μύρου γέγονεν; 
Mk 14:5	ἠδύνατο γὰρ τοῦτο ⸂τὸ μύρον⸃ πραθῆναι ἐπάνω ⸂δηναρίων τριακοσίων⸃ καὶ δοθῆναι τοῖς πτωχοῖς· καὶ ἐνεβριμῶντο αὐτῇ. 
Mk 14:6	ὁ δὲ Ἰησοῦς εἶπεν· Ἄφετε αὐτήν· τί αὐτῇ κόπους παρέχετε; καλὸν ἔργον ἠργάσατο ἐν ἐμοί· 
Mk 14:7	πάντοτε γὰρ τοὺς πτωχοὺς ἔχετε μεθ’ ἑαυτῶν, καὶ ὅταν θέλητε δύνασθε ⸀αὐτοῖς εὖ ποιῆσαι, ἐμὲ δὲ οὐ πάντοτε ἔχετε· 
Mk 14:8	ὃ ⸀ἔσχεν ἐποίησεν, προέλαβεν μυρίσαι ⸂τὸ σῶμά μου⸃ εἰς τὸν ἐνταφιασμόν. 
Mk 14:9	ἀμὴν ⸀δὲ λέγω ὑμῖν, ὅπου ⸀ἐὰν κηρυχθῇ τὸ ⸀εὐαγγέλιον εἰς ὅλον τὸν κόσμον, καὶ ὃ ἐποίησεν αὕτη λαληθήσεται εἰς μνημόσυνον αὐτῆς. 
Mk 14:10	⸀Καὶ Ἰούδας ⸂Ἰσκαριὼθ ὁ⸃ εἷς τῶν δώδεκα ἀπῆλθεν πρὸς τοὺς ἀρχιερεῖς ἵνα αὐτὸν ⸂παραδοῖ αὐτοῖς⸃. 
Mk 14:11	οἱ δὲ ἀκούσαντες ἐχάρησαν καὶ ἐπηγγείλαντο αὐτῷ ἀργύριον δοῦναι. καὶ ἐζήτει πῶς ⸂αὐτὸν εὐκαίρως παραδοῖ⸃. 
Mk 14:12	Καὶ τῇ πρώτῃ ἡμέρᾳ τῶν ἀζύμων, ὅτε τὸ πάσχα ἔθυον, λέγουσιν αὐτῷ οἱ μαθηταὶ αὐτοῦ· Ποῦ θέλεις ἀπελθόντες ἑτοιμάσωμεν ἵνα φάγῃς τὸ πάσχα; 
Mk 14:13	καὶ ἀποστέλλει δύο τῶν μαθητῶν αὐτοῦ καὶ λέγει αὐτοῖς· Ὑπάγετε εἰς τὴν πόλιν, καὶ ἀπαντήσει ὑμῖν ἄνθρωπος κεράμιον ὕδατος βαστάζων· ἀκολουθήσατε αὐτῷ, 
Mk 14:14	καὶ ὅπου ⸀ἐὰν εἰσέλθῃ εἴπατε τῷ οἰκοδεσπότῃ ὅτι Ὁ διδάσκαλος λέγει· Ποῦ ἐστιν τὸ κατάλυμά ⸀μου ὅπου τὸ πάσχα μετὰ τῶν μαθητῶν μου φάγω; 
Mk 14:15	καὶ αὐτὸς ὑμῖν δείξει ἀνάγαιον μέγα ἐστρωμένον ἕτοιμον· ⸀καὶ ἐκεῖ ἑτοιμάσατε ἡμῖν. 
Mk 14:16	καὶ ἐξῆλθον οἱ ⸀μαθηταὶ καὶ ἦλθον εἰς τὴν πόλιν καὶ εὗρον καθὼς εἶπεν αὐτοῖς, καὶ ἡτοίμασαν τὸ πάσχα. 
Mk 14:17	Καὶ ὀψίας γενομένης ἔρχεται μετὰ τῶν δώδεκα. 
Mk 14:18	καὶ ἀνακειμένων αὐτῶν καὶ ἐσθιόντων ⸂ὁ Ἰησοῦς εἶπεν⸃· Ἀμὴν λέγω ὑμῖν ὅτι εἷς ἐξ ὑμῶν παραδώσει με ὁ ἐσθίων μετ’ ἐμοῦ. 
Mk 14:19	⸀ἤρξαντο λυπεῖσθαι καὶ λέγειν αὐτῷ εἷς κατὰ εἷς· Μήτι ⸀ἐγώ; 
Mk 14:20	ὁ ⸀δὲ εἶπεν αὐτοῖς· ⸀Εἷς τῶν δώδεκα, ὁ ἐμβαπτόμενος μετ’ ἐμοῦ εἰς ⸀τὸ τρύβλιον· 
Mk 14:21	⸀ὅτι ὁ μὲν υἱὸς τοῦ ἀνθρώπου ὑπάγει καθὼς γέγραπται περὶ αὐτοῦ, οὐαὶ δὲ τῷ ἀνθρώπῳ ἐκείνῳ δι’ οὗ ὁ υἱὸς τοῦ ἀνθρώπου παραδίδοται· ⸀καλὸν αὐτῷ εἰ οὐκ ἐγεννήθη ὁ ἄνθρωπος ἐκεῖνος. 
Mk 14:22	Καὶ ἐσθιόντων αὐτῶν ⸀λαβὼν ἄρτον εὐλογήσας ἔκλασεν καὶ ἔδωκεν αὐτοῖς καὶ εἶπεν· ⸀Λάβετε, τοῦτό ἐστιν τὸ σῶμά μου. 
Mk 14:23	καὶ ⸀λαβὼν ποτήριον εὐχαριστήσας ἔδωκεν αὐτοῖς, καὶ ἔπιον ἐξ αὐτοῦ πάντες. 
Mk 14:24	καὶ εἶπεν αὐτοῖς· Τοῦτό ἐστιν τὸ αἷμά μου ⸀τῆς διαθήκης τὸ ⸂ἐκχυννόμενον ὑπὲρ πολλῶν⸃. 
Mk 14:25	ἀμὴν λέγω ὑμῖν ὅτι οὐκέτι οὐ μὴ πίω ἐκ τοῦ γενήματος τῆς ἀμπέλου ἕως τῆς ἡμέρας ἐκείνης ὅταν αὐτὸ πίνω καινὸν ἐν τῇ βασιλείᾳ τοῦ θεοῦ. 
Mk 14:26	Καὶ ὑμνήσαντες ἐξῆλθον εἰς τὸ Ὄρος τῶν Ἐλαιῶν. 
Mk 14:27	Καὶ λέγει αὐτοῖς ὁ Ἰησοῦς ὅτι Πάντες ⸀σκανδαλισθήσεσθε, ὅτι γέγραπται· Πατάξω τὸν ποιμένα, καὶ ⸂τὰ πρόβατα διασκορπισθήσονται⸃. 
Mk 14:28	ἀλλὰ μετὰ τὸ ἐγερθῆναί με προάξω ὑμᾶς εἰς τὴν Γαλιλαίαν. 
Mk 14:29	ὁ δὲ Πέτρος ἔφη αὐτῷ· ⸂Εἰ καὶ⸃ πάντες σκανδαλισθήσονται, ἀλλ’ οὐκ ἐγώ. 
Mk 14:30	καὶ λέγει αὐτῷ ὁ Ἰησοῦς· Ἀμὴν λέγω σοι ὅτι σὺ σήμερον ⸂ταύτῃ τῇ νυκτὶ⸃ πρὶν ἢ δὶς ἀλέκτορα φωνῆσαι τρίς ⸂με ἀπαρνήσῃ⸃. 
Mk 14:31	ὁ δὲ ⸂ἐκπερισσῶς ἐλάλει⸃· Ἐὰν ⸂δέῃ με⸃ συναποθανεῖν σοι, οὐ μή σε ⸀ἀπαρνήσομαι. ὡσαύτως δὲ καὶ πάντες ἔλεγον. 
Mk 14:32	Καὶ ἔρχονται εἰς χωρίον οὗ τὸ ὄνομα Γεθσημανί, καὶ λέγει τοῖς μαθηταῖς αὐτοῦ· Καθίσατε ὧδε ἕως προσεύξωμαι. 
Mk 14:33	καὶ παραλαμβάνει τὸν Πέτρον καὶ ⸂Ἰάκωβον καὶ⸃ Ἰωάννην μετ’ ⸀αὐτοῦ, καὶ ἤρξατο ἐκθαμβεῖσθαι καὶ ἀδημονεῖν, 
Mk 14:34	καὶ λέγει αὐτοῖς· Περίλυπός ἐστιν ἡ ψυχή μου ἕως θανάτου· μείνατε ὧδε καὶ γρηγορεῖτε. 
